Restaurant Name,City,Address,Locality,Locality Verbose,Cuisines,Average Cost for two,Price range,Aggregate rating,Rating text,cost type
"Tuscana Pizzaeria, ECR",Chennai,"8, Shop in a Park, East
Coast Road (ECR), Chennai",East Coast Road,East Coast Road,"Italian, Pizza",681.6013708,2.284254886,3.760792813,Average,average
Kipling Masala,Chennai,"16, L Jey Avenue, East
Coast Road (ECR), Chennai 600119",ECR,ECR,North Indian,681.2040382,2.280642771,3.75909234,Good,expensive
Kipling Cafe,Chennai,"16, L Jey Avenue, East
Coast Road (ECR), Chennai 600119",ECR,ECR,"Cafe, Thai, Contin ental, Italian",680.8067056,2.277030657,3.757391868,Average,average
Firenze,Chennai,"16, L Jey Avenue, East Coast Road (ECR),
Chennai 600119",ECR,ECR,Italian,680.409373,2.273418542,3.755691396,Good,average
Cocktail bar,Chennai,"16, L Jey Avenue, East Coast Road (ECR),
Chennai 600119",ECR,ECR,Finger Food,680.0120404,2.269806428,3.753990923,Good,average
The Society- Ambassador Pallava,Chennai,"Ambassador Pallava, 30, Montieth
Road, Egmore, Chenna",Egmore,Egmore,"Chinese, North Indian, Continenta l,South Indian",679.6147078,2.266194313,3.752290451,Good,average
Salt N Pepper-Ambassador Pallava,Chennai,"Ambassador Pallava, 30, Montieth
Road, Egmore, Chenna",Egmore,Egmore,"North Indian, Continenta
l",679.2173752,2.262582199,3.750589979,Good,cheap
"Tuscana Pizzaeria, Nugumbakam",Chennai,"19, 3rd Street, Wallace Garden Road, Nungambakkam,
Chennai",Nugumbakam,Nugumbakam,"Italian, Pizza",678.8200426,2.258970084,3.748889506,Good,average
Absolute Dec - The Park Pod,Chennai,"23/13, Khader Nawaz Khan Road, Nungambakkam,
Chennai",Nungambakka m,Nungambakka m,Fast Food,678.42271,2.25535797,3.747189034,Very Good,cheap
Italia - The Park Pod,Chennai,"23/13, Khader Nawaz Khan Road, Nungambakkam,
Chennai",Nungambakka m,Nungambakka m,Italian,678.0253774,2.251745855,3.745488562,Average,expensive
601 - The Park,Chennai,,Nungambakka m,Nungambakka m,"North Indian,
Continental, Italian",677.6280448,2.248133741,3.743788089,Average,average
L'amadier,Chennai,,RA Puram,RA Puram,"European, Cafe",677.2307122,2.244521626,3.742087617,Good,average
Rajdhani - Express Mall,Chennai,,Royalpettah,Royalpettah,"Rajasthani, Gujara ti",676.8333796,2.240909512,3.740387145,Average,average
Kobe Sizzlers - Express Mall,Chennai,,Royalpettah,Royalpettah,"Continental, Italia n, Steakhouse,Chi nese",676.4360471,2.237297397,3.738686672,Good,average
The City Deli - Phoenix Mall,Chennai,,Royalpettah,Royalpettah,"Italian, Continenta l",676.0387145,2.233685283,3.7369862,Average,average
Citrus Cafe-Lemon Tree,Chennai,,Shimona,Shimona,"Cafe, North Indian, European, American,Contine
ntal",675.6413819,2.230073168,3.735285728,Average,expensive
Slounge-Lemon Tree,Chennai,,Shimona,Shimona,Finger Food,675.2440493,2.226461054,3.733585255,Good,expensive
Refresh- Asiana Place,Chennai,,Taramani,Taramani,"North Indian, South Indian, Continental, Chinese",674.8467167,2.22284894,3.731884783,Average,average
Recharge- Asiana Place,Chennai,,Taramani,Taramani,Finger Food,674.4493841,2.219236825,3.73018431,Good,cheap
"Kobe Sizzlers, Forum Vijaya mall",Chennai,,Vadapalani,Vadapalani,"Continental, Italia n, Steakhouse, Chi nese",674.0520515,2.215624711,3.728483838,Good,expensive
Kobe Sizzlers - Phoneix Mall,Chennai,,Velachary,Velachary,"Continental, Italia n, Steakhouse,Chi nese",673.6547189,2.212012596,3.726783366,Excellent,average
Underdoggs sports bar and grill - Vasant Kunj,Delhi,,"Ambience Mall, Vasant
Kunj","Ambience Mall, Vasant
Kunj","American, Mediterranean,
Italian, Mughlai",673.2573863,2.208400482,3.725082893,Very Good,average
Desi Vibes,Delhi,,Connaught Place,Connaught Place,"North Indian, Mughlai",672.8600537,2.204788367,3.723382421,Very Good,average
Caffe 9,Delhi,,Connaught Place,Connaught Place,"North Indian, Chinese",672.4627211,2.201176253,3.721681949,Very Good,expensive
Open House Caf̩,Delhi,,Connaught Place,Connaught Place,"Asian, Italian, Nort h Indian",672.0653885,2.197564138,3.719981476,Very Good,expensive
The Town House caf̩,Delhi,,Connaught Place,Connaught Place,"North Indian, Continenta
l",671.6680559,2.193952024,3.718281004,Good,average
WareHouse caf̩,Delhi,,Connaught Place,Connaught Place,"American, North Indian, Italian, Asi
an",671.2707233,2.190339909,3.716580532,Excellent,expensive
Lord of the drinks,Delhi,,Connaught Place,Connaught Place,"Italian, Chinese, E uropean,North
Indian, American",670.8733908,2.186727795,3.714880059,Good,expensive
Atitude Kitchen & Bar,Delhi,,Connaught Place,Connaught Place,"North Indian, Chinese, Italian, Mexican,
Continental",670.4760582,2.18311568,3.713179587,Good,average
Blues,Delhi,,Connaught Place,Connaught Place,"North Indian, Continental, American",670.0787256,2.179503566,3.711479115,Good,average
Road Romeo,Delhi,,Defence Colony,Defence Colony,"Hyderabadi, Kashmiri, North Indian",669.681393,2.175891451,3.709778642,Good,average
"Palmyra, Bristol Hotel",Delhi,,DLF Phase 1,DLF Phase 1,"Seafood, Fast
Food, North Indian",669.2840604,2.172279337,3.70807817,Good,average
7 Degrees Brauhaus,Delhi,,Golf Course Road,Golf Course Road,"Continental,
Finger Food, German, Mediterranean,
North Indian",668.8867278,2.168667222,3.706377698,Good,average
"Underdoggs sports bar and grill - Golf Course
Road",Delhi,,Golf Course Road,Golf Course Road,"American, Mediterranean,
Italian",668.4893952,2.165055108,3.704677225,Very Good,average
Terrace Bar Bistro,Delhi,,Golf Course Road,Golf Course Road,"North Indian, Mughlai",668.0920626,2.161442993,3.702976753,Very Good,average
Urban Pind,Delhi,,Greater Kailash 2,Greater Kailash 2,"American, Italian, Mughlai, North Indian",667.69473,2.157830879,3.70127628,Good,average
In the Punjab,Delhi,,Greater Kailash(GK-1),Greater Kailash(GK-1),"North Indian, Mughlai",667.2973974,2.154218764,3.699575808,Good,average
Bohemia,Delhi,,Greater Kailash(GK-1),Greater Kailash(GK-1),"Mediterranean, Italian",666.9000648,2.15060665,3.697875336,Very Good,average
WareHouse caf̩,Delhi,,Gurgaon,Gurgaon,"North Indian, Mughlai, F
ast Food",666.5027322,2.146994536,3.696174863,Good,expensive
Caf̩ Myst,Delhi,,Gurgaon,Gurgaon,"Continental, Asian, North Indian",666.1053996,2.143382421,3.694474391,Very Good,expensive
The Frat House,Delhi,,Hauz Khas,Hauz Khas,European,665.7080671,2.139770307,3.692773919,Excellent,average
The Project,Delhi,,Hauz Khas,Hauz Khas,"Italian, North Indian, Continenta l",665.3107345,2.136158192,3.691073446,Good,average
Informal,Delhi,,Janpath,Janpath,"North Indian, Spanish,
Mediterranean",664.9134019,2.132546078,3.689372974,Good,average
Lutyens Cocktail House,Delhi,,Janpath,Janpath,"North Indian, Lebanese, European,Mexican",664.5160693,2.128933963,3.687672502,Good,average
Longitude Bar - Le Meridien Gurgaon,Delhi,,M.G. Road,M.G. Road,Finger Food,664.1187367,2.125321849,3.685972029,Very Good,expensive
i-Kandy - Le Meridien Gurgaon,Delhi,,M.G. Road,M.G. Road,Finger Food,663.7214041,2.121709734,3.684271557,Very Good,expensive
Latest Recipe - Le Meridien Gurgaon,Delhi,,M.G. Road,M.G. Road,"Cafe, North Indian, Italian, Asian",663.3240715,2.11809762,3.682571085,Very Good,expensive
The Flying Saucer Caf̩,Delhi,,Nehru Place,Nehru Place,"Italian, Mediterra nean, Continental",662.9267389,2.114485505,3.680870612,Very Good,expensive
Blooms- Eros Hotel,Delhi,,Nehru Place,Nehru Place,"Italian, North Indian, Continenta
l",662.5294063,2.110873391,3.67917014,Good,expensive
Empress of China- Eros hotel,Delhi,,Nehru Place,Nehru Place,Chinese,662.1320737,2.107261276,3.677469668,Very Good,average
Singh Saheb- Eros Hotel,Delhi,,Nehru Place,Nehru Place,North Indian,661.7347411,2.103649162,3.675769195,Good,expensive
Lounge & Bar- Eros Hotel,Delhi,,Nehru Place,Nehru Place,Finger Food,661.3374085,2.100037047,3.674068723,Good,expensive
Tea Lounge- Eros Hotel,Delhi,,Nehru Place,Nehru Place,"Bakery, Caf̩",660.9400759,2.096424933,3.67236825,Excellent,expensive
Sweet N Crusty- Eros Hotel,Delhi,,Nehru Place,Nehru Place,"Caf̩, Bakery, Deserts",660.5427434,2.092812818,3.670667778,Good,expensive
Bohemia,Delhi,,Noida,Noida,"Mediterranean,
Italian",660.1454108,2.089200704,3.668967306,Good,average
United Westend,Delhi,,Punjabi Bagh,Punjabi Bagh,"North Indian, Mughlai, Asian, Continental",659.7480782,2.085588589,3.667266833,Good,expensive
Boulevard,Delhi,,Saket,Saket,"North Indian, Continenta l,Middle Eastern",659.3507456,2.081976475,3.665566361,Very Good,average
Desi Vibes,Delhi,,"Sector 18, Noida","Sector 18, Noida","North Indian, Mughlai",658.953413,2.07836436,3.663865889,Very Good,expensive
Sandys Cocktails & Kitchen,Delhi,,Sector 29 Gurgaon,Sector 29 Gurgaon,"European, Asian, Caf̩",658.5560804,2.074752246,3.662165416,Very Good,average
Caffe 9,Delhi,,Sector 37 Noida,Sector 37 Noida,Bakery,658.1587478,2.071140132,3.660464944,Very Good,expensive
Ambrosia Bliss,Delhi - NCR,,Connaught Place,Connaught Place,Chinese,657.7614152,2.067528017,3.658764472,Average,average
Chor Bizarre,Delhi - NCR,,Daryaganj,Daryaganj,"North Indian, Kashmiri",657.3640826,2.063915903,3.657063999,Good,expensive
Thugs,Delhi - NCR,,Daryaganj,Daryaganj,"North Indian, Finger
Food",656.96675,2.060303788,3.655363527,Average,average
Drift,Delhi - NCR,,Gurgaon,Gurgaon,"North Indian, Chinese, Italian,
Mediterranean",656.5694174,2.056691674,3.653663055,Good,average
Lodi The Garden Restaurant,Delhi - NCR,,Lodhi Road,Lodhi Road,"European, Lebanese, Mediterranean",656.1720848,2.053079559,3.651962582,Good,average
"Zerzura, Clarion Collection",Delhi - NCR,,Qutab Institutional Area,Qutab Institutional Area,"Middle Eastern, Moroccan, Mediterranean",655.7747522,2.049467445,3.65026211,Good,average
Story - Unfolds,Delhi - NCR,,Saket,Saket,"Continental, Italian, Lebanese, North Indian",655.3774197,2.04585533,3.648561637,Good,cheap
Hinglish - The Colonial Cafe,Delhi - NCR,,Tagore Garden,Tagore Garden,"Cafe, Continental, Italian,North
Indian",654.9800871,2.042243216,3.646861165,Good,average
Tashtari Bar & fine dine,Delhi NCR,,Sector 18 Noida,Sector 18 Noida,"North Indian, Mughlai",654.5827545,2.038631101,3.645160693,Very Good,cheap
Dimsum Bros,Delhi-Ncr,,"Ambience Mall, Gurgaon","Ambience Mall, Gurgaon",Chinese,654.1854219,2.035018987,3.64346022,Average,expensive
Jhonny Rockets,Delhi-Ncr,,"Ambience Mall, Gurgaon","Ambience Mall, Gurgaon","Fast
Food, American, B urger",653.7880893,2.031406872,3.641759748,Average,average
Veda,Delhi-Ncr,,Connaught Place,Connaught Place,"North Indian, Mughlai",653.3907567,2.027794758,3.640059276,Good,average
Cafe Dalal Street,Delhi-Ncr,,Connaught Place,Connaught Place,"North Indian, European",652.9934241,2.024182643,3.638358803,Average,average
Hotmess,Delhi-Ncr,,Connaught Place,Connaught Place,"North Indian, Mediterra nean, Asian, Fast
Food",652.5960915,2.020570529,3.636658331,Good,average
The Juggad Cafe,Delhi-Ncr,,Defence Colony,Defence Colony,"North Indian, Chinese, C
ontinental",652.1987589,2.016958414,3.634957859,Average,average
Citrus Cafe-Lemon Tree,Delhi-Ncr,,Delhi Airport,Delhi Airport,"North Indian, Continenta
l, European",651.8014263,2.0133463,3.633257386,Average,expensive
Republic of Nooodles- Lemon Tree,Delhi-Ncr,,Delhi Airport,Delhi Airport,"Burmese, Vietnam ese, Japanese,Sing aporean, Indonesi
an, Asian",651.4040937,2.009734185,3.631556914,Good,expensive
Slounge-Lemon Tree,Delhi-Ncr,,Delhi Airport,Delhi Airport,Finger Food,651.0067611,2.006122071,3.629856442,Average,average
Clever Fox Cafe-Lemon Tree,Delhi-Ncr,,Delhi Airport,Delhi Airport,"North Indian, Continenta
l, South
Indian,Chinese",650.6094285,2.002509956,3.628155969,Good,cheap
The Wine Company,Delhi-Ncr,,DLF Cyber City,DLF Cyber City,"Italian, European",650.212096,1.998897842,3.626455497,Good,expensive
Citrus Cafe-Lemon Tree,Delhi-Ncr,,East Delhi Mall,East Delhi Mall,Cafe,649.8147634,1.995285728,3.624755025,Excellent,average
56 Restaurante,Delhi-Ncr,,Golf Course Road,Golf Course Road,Italian,649.4174308,1.991673613,3.623054552,Very Good,average
Mediumwelldone,Delhi-Ncr,,Golf Course Road,Golf Course Road,"Steakhouse, Ameri can, European, No rth Indian",649.0200982,1.988061499,3.62135408,Very Good,average
Junglee Bille,Delhi-Ncr,,Greater Kailash 1,Greater Kailash 1,"North Indian, Seafood, E uropean, Gujarati,
Maharashtrian",648.6227656,1.984449384,3.619653607,Very Good,expensive
Cress Bistro,Delhi-Ncr,,Greater Kailash 2,Greater Kailash 2,"North Indian, Mediterra nean, Continental",648.225433,1.98083727,3.617953135,Very Good,expensive
The Clay Oven Restaurant,Delhi-Ncr,,Green Park,Green Park,"North Indian, Mughlai, C
hinese",647.8281004,1.977225155,3.616252663,Good,average
The Groghead,Delhi-Ncr,,Green Park,Green Park,European,647.4307678,1.973613041,3.61455219,Excellent,expensive
Veda,Delhi-Ncr,,Gurgaon,Gurgaon,"North Indian, Mughlai",647.0334352,1.970000926,3.612851718,Good,expensive
Dum Maro Dum,Delhi-Ncr,,Gurgaon,Gurgaon,"North Indian, Mughlai",646.6361026,1.966388812,3.611151246,Good,average
Faarsi,Delhi-Ncr,,Hauz khas Village,Hauz khas Village,"Middle Eastern, Lebanese,
Turkish, Parsi",646.23877,1.962776697,3.609450773,Good,average
Maquina,Delhi-Ncr,,"Hauz khas
Village","Hauz khas
Village",Tex-Mex,645.8414374,1.959164583,3.607750301,Good,average
"The Chatter House, Khan Market",Delhi-Ncr,,Khan Market,Khan Market,"Finger Food, Italian, Ame
rican, North Indian",645.4441048,1.955552468,3.606049829,Good,average
Citrus Cafe-Lemon Tree,Delhi-Ncr,,"Leisure Valley, Gurgaon","Leisure Valley, Gurgaon","North Indian, Continenta
l, Chinese",645.0467723,1.951940354,3.604349356,Good,average
Slounge-Lemon Tree,Delhi-Ncr,,"Leisure Valley, Gurgaon","Leisure Valley, Gurgaon",Finger Food,644.6494397,1.948328239,3.602648884,Very Good,average
"Coriander Leaf, mg Road",Delhi-Ncr,,Mg Road,Mg Road,"Mughlai, Pakistani
, North Indian",644.2521071,1.944716125,3.600948412,Very Good,average
"The Chatter House, Nehru Place",Delhi-Ncr,,Nehru Place,Nehru Place,"Finger Food, Italian, Ame
rican, North Indian",643.8547745,1.94110401,3.599247939,Good,average
Jhonny Rockets,Delhi-Ncr,,Saket,Saket,"Fast Food, American",643.4574419,1.937491896,3.597547467,Good,average
Cress Courtyard,Delhi-Ncr,,"Sec 54, Gurgaon","Sec 54, Gurgaon","North Indian, Mediterra nean, Continental",643.0601093,1.933879781,3.595846995,Very Good,average
Citron - Hotel Haut.Monde,Delhi-Ncr,,"Sector 15, Gurgaon","Sector 15, Gurgaon","North Indian, Chinese, C
ontinental",642.6627767,1.930267667,3.594146522,Good,expensive
Armory - Hotel Haut.Monde,Delhi-Ncr,,"Sector 15, Gurgaon","Sector 15, Gurgaon",Finger Food,642.2654441,1.926655552,3.59244605,Very Good,expensive
Neighbour hood Bar & Grill,Delhi-Ncr,,"Sector 15, Gurgaon","Sector 15, Gurgaon","North Indian, Chinese, C
ontinental",641.8681115,1.923043438,3.590745577,Excellent,average
Hops and Brew,Delhi-Ncr,,"Sector 29, Gurgaon","Sector 29, Gurgaon","Italian, North Indian, Asian",641.4707789,1.919431324,3.589045105,Good,average
The Nook,Delhi-Ncr,,Sohna Road,Sohna Road,"North Indian, Mughlai, C
hinese, Continental",641.0734463,1.915819209,3.587344633,Good,average
"coriander leaf, Sohna Road",Delhi-Ncr,,Sohna Road,Sohna Road,"Mughlai, Pakistani
, North Indian",640.6761137,1.912207095,3.58564416,Good,average
Tribe,Delhi-Ncr,,Vasant Kunj,Vasant Kunj,"Continental, Seafo od, North Indian",640.2787811,1.90859498,3.583943688,Very Good,expensive
Rayalaseema Ruchulu,Hyderabad,,Ameerpet,Ameerpet,"Andhra, South Indian, Biryani",639.8814486,1.904982866,3.582243216,Very Good,expensive
"Tadka, Ohri's Group",Hyderabad,,Banjara Hills,Banjara Hills,"Mughlai, North Indian",639.484116,1.901370751,3.580542743,Very Good,expensive
"Ruci and Idoni, Ohri's Group",Hyderabad,,Banjara Hills,Banjara Hills,"Continental, European, Caf̩",639.0867834,1.897758637,3.578842271,Very Good,expensive
"Serengeti, Ohri's Group",Hyderabad,,Banjara Hills,Banjara Hills,North Indian,638.6894508,1.894146522,3.577141799,Good,expensive
"Far East, Ohri's Group",Hyderabad,,Banjara Hills,Banjara Hills,Chinese,638.2921182,1.890534408,3.575441326,Very Good,average
"Gufaa, Ohri's Group",Hyderabad,,Basheer Bagh,Basheer Bagh,North Indian,637.8947856,1.886922293,3.573740854,Good,expensive
"Ming's Court, Ohri's Group",Hyderabad,,Basheer Bagh,Basheer Bagh,Chinese,637.497453,1.883310179,3.572040382,Good,expensive
"Slilver Metro, Ohri's Group",Hyderabad,,Basheer Bagh,Basheer Bagh,"Continental, Mughlai, North Indian",637.1001204,1.879698064,3.570339909,Excellent,expensive
M.O.B,Hyderabad,,Film Nagar,Film Nagar,Finger Food,636.7027878,1.87608595,3.568639437,Good,expensive
The Highland,Hyderabad,,Film Nagar,Film Nagar,Continental,636.3054552,1.872473835,3.566938965,Good,average
Citrus Cafe-Lemon Tree,Hyderabad,,Gachibowli,Gachibowli,"European, South
Indian, American, North
Indian, Continenta
l",635.9081226,1.868861721,3.565238492,Good,expensive
Republic of Nooodles- Lemon Tree,Hyderabad,,Gachibowli,Gachibowli,"Thai, Malaysian, A sian",635.51079,1.865249606,3.56353802,Very Good,average
Slounge-Lemon Tree,Hyderabad,,Gachibowli,Gachibowli,Finger Food,635.1134574,1.861637492,3.561837547,Very Good,expensive
Rayalaseema Ruchulu,Hyderabad,,Hitec City,Hitec City,"Andhra, South Indian, Biryani",634.7161248,1.858025377,3.560137075,Very Good,average
"Rubaiyat, Ohri's Group",Hyderabad,,Hitech City,Hitech City,"Continental, North Indian, Mughlai",634.3187923,1.854413263,3.558436603,Very Good,expensive
Via Milano,Hyderabad,,Jubilee Hills,Jubilee Hills,Italian,633.9214597,1.850801148,3.55673613,Average,average
Urban Asia - Kitchen & Bar,Hyderabad,,Jubilee Hills,Jubilee Hills,"Chinese, Thai, Asian, Seafood",633.5241271,1.847189034,3.555035658,Good,expensive
Eat India company,Hyderabad,,Jubilee Hills,Jubilee Hills,"North Indian, Mughlai",633.1267945,1.84357692,3.553335186,Average,average
N Grill,Hyderabad,,Jubilee Hills,Jubilee Hills,"Italian, European, Asian, Mediterran ean",632.7294619,1.839964805,3.551634713,Good,average
District N,Hyderabad,,Jubilee Hills,Jubilee Hills,"American, Contine ntal, Finger
Food, Asian,North
Indian",632.3321293,1.836352691,3.549934241,Good,average
Rayalaseema Ruchulu,Hyderabad,,Jubilee Hills,Jubilee Hills,"Andhra, South Indian, Biryani",631.9347967,1.832740576,3.548233769,Good,average
Rayalaseema Ruchulu,Hyderabad,,Kukatpally,Kukatpally,"Andhra, South Indian, Biryani",631.5374641,1.829128462,3.546533296,Good,cheap
Rayalaseema Ruchulu,Hyderabad,,Lakdikapul,Lakdikapul,"Andhra, South Indian, Biryani",631.1401315,1.825516347,3.544832824,Good,average
"Tansen, Ohri's Group",Hyderabad,,Necklace Road,Necklace Road,North Indian,630.7427989,1.821904233,3.543132352,Very Good,cheap
"1857, Ohri's Group",Hyderabad,,Necklace Road,Necklace Road,"Chinese, Continental, Mediterranean, Thai",630.3454663,1.818292118,3.541431879,Average,expensive
"Mehfill, Ohri's Group",Hyderabad,,S D Road,S D Road,"Mughlai, Chinese",629.9481337,1.814680004,3.539731407,Average,average
Kismet - The Park,Hyderabad,,Somajiguda,Somajiguda,Finger Food,629.5508011,1.811067889,3.538030935,Good,average
Aqua - The Park,Hyderabad,,Somajiguda,Somajiguda,"Finger Food, Fast Food",629.1534686,1.807455775,3.536330462,Average,average
Aish - The Park,Hyderabad,,Somajiguda,Somajiguda,"Hyderabadi, Andhra",628.756136,1.80384366,3.53462999,Good,average
The Sicca Bar - The Park,Hyderabad,,Somajiguda,Somajiguda,Finger Food,628.3588034,1.800231546,3.532929517,Average,average
Serafina,Kolkata,,Ballygunge,Ballygunge,Italian,627.9614708,1.796619431,3.531229045,Average,expensive
"Mythh, HHI",Kolkata,,Elgin,Elgin,"Cafe, Continental, Chinese, North Indian",627.5641382,1.793007317,3.529528573,Good,expensive
"Kalash, HHI",Kolkata,,Elgin,Elgin,"North Indian, Mughlai, Afghani",627.1668056,1.789395202,3.5278281,Average,average
"Virgose, HHI",Kolkata,,Elgin,Elgin,"Asian, Continental",626.769473,1.785783088,3.526127628,Good,cheap
"The Oriental Express, HHI",Kolkata,,Elgin,Elgin,"Chinese, Japanese, Thai, Vietnamese, Korean",626.3721404,1.782170973,3.524427156,Good,expensive
Star struck,Kolkata,,Elgin,Elgin,"Chinese, Continen tal, North Indian,Mughlai",625.9748078,1.778558859,3.522726683,Excellent,average
Don Giovanni's,Kolkata,,Jodhpur Park,Jodhpur Park,"Italian, Chinese,
North Indian, Thai, Pizza",625.5774752,1.774946744,3.521026211,Very Good,average
Mio Amore,Kolkata,,Kankurgachi,Kankurgachi,Mediterranean,625.1801426,1.77133463,3.519325739,Very Good,average
Beer Republic,Kolkata,,Kankurgachi,Kankurgachi,"Chinese, Continental",624.78281,1.767722516,3.517625266,Very Good,expensive
Edesia,Kolkata,,Minto Park,Minto Park,"Continental, American, Italian, South Indian, North Indian",624.3854774,1.764110401,3.515924794,Very Good,expensive
